Item ID, ,Top Item,Description,URL,Campaign,Content Provider,Viewable Impressions,vCTR,Clicks,Actual CPC,vCPM,Conversion Rate,Conversion Rate (Clicks),Conversions,CPA,Spent,Item Value, 
2937804841,#NAME?,A Trick Everyone Should Know About Gutters,,https://www.mnbasd77.com/aff_c?offer_id=2024&aff_id=2471&url_id=6346&source=Bul&aff_sub=%7Bcampaign_id%7D_%7Bcampaign_name%7D&aff_sub2=%7Bsite%7D-%7Bsite_id%7D&aff_sub3=%7Bcampaign_item_id%7D,[Su]-2024_LF-#2065-Mob-29kzips-WL-Wide,Siren Group - Leaf Filter - SC,"1,062,588",0.48%,"5,108",$0.660,$3.16,0.74%,0.74%,38,$88.24,"$3,353.21",$0.39,
2985083255,#NAME?,Homeowners In The UK Qualifying For Free Solar Panels,New Solar Technology Saving Thousands On Electricity,https://gridtrade.solarpanelfunding.co.uk/advertorial/,SPF Trial,Taboola Account - damienpearl@wattsmarketingltd.com,"1,470,191",0.59%,"8,660",$0.390,$2.27,2.27%,2.15%,197,$16.97,"$3,343.91",$0.26,
3001499787,#NAME?,This newly discovered Arctic sea organism is revolutionizing heart health,,https://ijat.org/high-blood-pressure-inflammation-lack-of-energy-excess-belly-fat-joint-pain?utm_content=8f3e19,TAB_IJAT_US_DeskChange,Taboola Account - juan@immunocorp.com,"3,565,675",0.24%,"8,660",$0.390,$0.94,0.21%,0.21%,18,$185.45,"$3,338.14",$0.50,
2990637655,#NAME?,What if you invested $1K in Amazon a year ago?,,https://partners.etoro.com/aw.aspx?A=45729&Task=Click&SubAffiliateID=AU_MA_Desk_LP_Stocks_Amazon_21-04-21_Taboola_AFFID_45729&TargetURL=https://go.etoro.com/en/dynamic?symbol=amzn&gc=asic,AU_MA_Desk_LP_Stocks_Amazon_21-04-21,Etoro NEW - SC,"1,347,752",0.18%,"2,490",$1.340,$2.48,0.72%,0.24%,18,$185.43,"$3,337.79",$0.33,
3012966655,#NAME?,Book a free coding class for kids aged 6-18 yrs.,"Live online coding classes with Whitehat Jr. Book a free coding class for kids, aged 6-18 yrs.",https://voluumcode.whitehatjr.com/f3e4107f-7c01-4ead-8d90-aae54ab455bd?click_id=%7Bclick_id%7D&site=%7Bsite%7D&site_id=%7Bsite_id%7D&platform=%7Bplatform%7D&campaign_id=%7Bcampaign_id%7D&campaign_item_id=%7Bcampaign_item_id%7D&thumbnail=%7Bthumbnail%7D&title=%7Btitle%7D,Coding - India - Mobile - Predictive,WhiteHat Education - Coding - SC,"16,121,195",0.48%,"76,736",$0.040,$0.21,0.71%,0.25%,542,$6.16,"$3,336.77",$0.02,
3016859741,#NAME?,Claim This 2021 Benefit,"Select Your Age And Get Up to £200,000 in Life Coverage",https://track.adtopia.club/native_track.php?value=ejBoNlM2d2pTaTlWTkxKaFhYSnAxMTNORjF5ZEV6U3JqYXpaQnpFSCs4Zz0=&cid=%7Bcampaign_id%7D&crvid=%7Bcampaign_item_id%7D&pubid=%7Bsite%7D&ts=%7Btimestamp%7D&title=%7Btitle%7D&platform=%7Bplatform%7D&click_id=%7Bclick_id%7D,Life 7/15 Mob,MP Innovations - Life - SC,"3,757,527",0.31%,"11,669",$0.280,$0.89,1.00%,1.00%,117,$28.44,"$3,327.39",$0.15,
3015157920,#NAME?,Are You Over 40? This game is a must!,,https://trk.game-raiders.com/a099b5c1-e08f-4c95-908a-0294a5eae3af,RAID_CA_dsk_ron,Gdprod GmbH (Gamesvid) USD- SC,"2,361,495",0.30%,"7,015",$0.470,$1.40,3.73%,3.72%,262,$12.66,"$3,315.94",$0.22,
2966635277,#NAME?,Workplace Abuse? Discuss Options With Top Ranked Attorneys,,http://click.clktraker.com/aff_c?offer_id=3039&aff_id=6706,ZjdNS Work Haressment Workplace Dir USA Mobile Serp 6706_3039,Tapstone - Abuse Lawyer - SC,"275,959",1.77%,"4,896",$0.680,$12.01,33.84%,33.84%,"1,657",$2.00,"$3,314.61",$0.57,
3014117475,#NAME?,Living in ${region:capitalized}$? Don't Buy Hearing Aids Before Reading This,,https://m.cdn.hearing-aid-advice.com/signia_secret_weapon_h/?utm_content=%7Bcampaign_item_id%7D&utm_publisher_ID=%7Bsite%7D&mkt_tool_id=9181cf,us_en_al_haa_display_taboola_haa_signia_secret_weapon_acq_tablet_hearing-aid-advice-com-horizon-sc_ACT0000034209ACT,Hear.com - hearing-aid-advice.com - Horizon - SC,"822,483",0.67%,"5,515",$0.600,$4.03,3.54%,3.54%,195,$16.98,"$3,311.93",$0.64,
3009909027,#NAME?,Kein Witz! Unverkaufte Autos werden in ${city:capitalized}$ fast verschenkt,,https://track.secured-delivery.com/fd5ebc8e-69c6-4e4a-abd5-338bb57b755b,DE - [TB8985] Search | Cars | Mobile,Clickcrew Media - USD - SC1,"1,100,863",5.44%,"59,941",$0.060,$3.01,43.38%,43.32%,"26,005",$0.13,"$3,311.28",$0.21,
3012527854,#NAME?,5 Ways To Stop Eczema From Ruining Your Summer,,https://www.allure.com/story/how-to-treat-eczema-in-summer?utm_source=taboola&utm_medium=display&utm_campaign=paid-spon-rinvoqAD-7907997&utm_brand=allure,Drop ID 7907997_Allure_ABBVIE_Health-ABBVIE-2021Q2-The Lifestyle-Rinvoq AD 2021_TB Data,Conde Nast Brands - Branded Content - SC,"2,294,417",0.21%,"4,755",$0.700,$1.44,0.06%,0.06%,3,"$1,103.50","$3,310.51",$0.26,
2929191390,#NAME?,${region:capitalized}$: Say Bye To Expensive Solar Panels If You Own A Home in ${city:capitalized}$,,https://trk.solarusa.expert/dcf677eb-c5fe-472f-9adc-1c7f8b639bd1,ADX-FSQSolar-US-Mobile-BL-006-Top,AdSparkx Finance - SolarUS - SC,"695,750",0.63%,"4,393",$0.750,$4.74,1.62%,1.62%,71,$46.40,"$3,294.53",$0.45,
2968776384,#NAME?,Zwischen 1943 und 1984 geboren? Geniale Sterbegeldversicherung der ERGO,,https://apprize-focanancy.com/463529ed-dc27-42f1-8968-da3b5c0b117e,DE_ERGO21_Sterbe_Mobile1,6H Media GmbH - DE - ERGO RisikoLV - SC,"944,683",0.88%,"8,358",$0.390,$3.48,1.68%,1.68%,140,$23.49,"$3,288.96",$0.21,
2995570187,#NAME?,The Most Explosive Novel Since Fifty Shades,,https://galateaapp.com/?p=602,"[the_millennium_wolves_2] iOS, Worldwide, Landing Page 602 (Millennium Wolves Focus)",Inkitt GmbH (Galatea) - SC,"2,941,129",0.62%,"18,296",$0.180,$1.12,2.96%,2.96%,541,$6.07,"$3,284.79",$0.16,
3009623515,#NAME?,A Letter From The Devil Written By A Possessed Nun In 1676 Has Been Translated,,https://eliteherald.com/anthropology-and-history/occult/1676-possessed-nun-message-devil-letter-translated/,Aud5|1150731|Elite-herald|(POP) smartbid-even In 1676 A ‘Possessed’ Nun Wrote A Message From The Devil. Now The Spooky Letter Has Been Translated [US MOBILE],BMG Elite Herald - SC,"452,721",3.34%,"15,142",$0.220,$7.24,0.98%,0.98%,148,$22.16,"$3,279.66",$0.44,
3005906752,#NAME?,Woman Files For Divorce After Seeing This Photo - Can You See Why?,,https://www.misterstory.com/en/18372/,xbl-pt-ridiv-en-uk-m-a-n-hb-sb-18372,Story-King - SC,"1,532,030",3.89%,"59,638",$0.060,$2.14,88.85%,81.34%,"52,988",$0.06,"$3,276.77",$0.17,
2994922743,#NAME?,If Players Knew This They Would Never Stop Playing,,https://nqkds.voluumtrk.com/1eb7502e-be58-44ca-ac6a-9c36278fef4a,slm_desktop_us_msn_1_LOW_blue,Mobilitr - NSOF - SLM - SC,"667,452",0.69%,"4,595",$0.710,$4.91,4.13%,4.13%,190,$17.24,"$3,274.95",$0.72,
3015933184,#NAME?,Hemophilia Signs - Some May Wish They Saw Them Earlier,,https://linkwords.io/?utm_source=taboola&cn=tb-lan-hemophilia-rad-mb-gg-aj-smart&utm_campaign=%7Bcampaign_id%7D&imp=49012&pxid=None&om_bs=EMJzpIp1H4hMrir_Tx5rXF9OWuONjSs-JBBR-sdXTBXVZ5-Id86XuxF0wcCjqtyDtuyYV6BAnirmThGMPuZB2IR5-_RXNKh1JUBwrMYCvE1HVJuNK2xZPhpRWAKxVuttZq11guAjZ9uMDWeaNswRpnLyS5c_RONfA4lb&click_track_url=%2F%2Ftrc.taboola.com%2F1070267%2Flog%2F3%2Funip%3Fen%3DClick&compkey=,tb-lan-hemophilia-rad-mb-gg-aj-smart,health_11,"621,055",1.58%,"9,789",$0.330,$5.27,15.64%,15.64%,"1,531",$2.14,"$3,271.68",$0.54,
2989228414,#NAME?,If you're over 40 - this game is a must!,,https://trk.game-raiders.com/da3689b6-e0ff-458e-9c54-01a7ef0b8d28,RAID_US_dsk_video_TopPublishers,Gdprod GmbH (Gamesvid) USD- SC,"1,032,707",0.37%,"3,855",$0.850,$3.17,5.99%,5.99%,231,$14.16,"$3,270.59",$0.61,
3015459804,#NAME?,Chrome Users? Get Rid Of Annoying Popups In Just A Few Clicks,,https://guard.io/lp?n=popup,US_Chrome_Edge_Conversions,Guard.io- SC,"970,903",1.12%,"10,920",$0.300,$3.36,0.20%,0.20%,22,$148.14,"$3,259.16",$0.39,
3003553101,#NAME?,"Plastic Surgeon Explains: “Doing This Every Morning Can Snap Back Sagging Skin"" (No Creams Needed)",,https://innerbeautysolution.co/8a48e919-ae2c-47eb-885c-005e63eb72f3,DR_US_MB&TB_22_Contextual,MYM Capital - MB Paul G - SC,"467,401",1.37%,"6,402",$0.510,$6.97,0.61%,0.61%,39,$83.53,"$3,257.85",$0.70,
2960800821,#NAME?,The New Subaru Outback Will Take Your Breath Away. Research 2021 Subaru Outback,,https://sp.brilliantcheck.com/Articles/article/best-suvs-2020-b/g/2?q=2021%20Subaru%20Outback,Subaru Outback - 2021 Subaru Outback - 5.1 - Content - Short - Version 2 - Desktop,Resoft - SC,"1,291,681",0.46%,"5,921",$0.550,$2.52,37.16%,37.16%,"2,200",$1.48,"$3,257.65",$0.43,
2981323333,#NAME?,"If You Suffer From Your Knees, You Should Know This",Discover the company that developed this unique device for knee and lower back pain,https://landing.aposhealth.com/taboola,New York Wide ,APOS Medical Assets- SC,"910,161",0.53%,"4,794",$0.680,$3.56,1.96%,1.92%,94,$34.48,"$3,241.44",$0.48,
2994743055,#NAME?,If Your Dog Licks His Paws - Top Vet Says To Do This Daily,,https://www2.ultimatedoghealth.com/cid/7013w000001vAK7AAM,5/4/21 - Nutra Thrive Dog - MOB/TAB - UPN WL - 1.0,[GH] NutraThrive - SC,"1,566,894",0.71%,"11,139",$0.290,$2.07,0.28%,0.28%,31,$104.47,"$3,238.72",$0.30,
2937355806,#NAME?,Tesla CEO Is Contributing to a $1 Billion Investment In This New Technology,,https://www.fool.com/mms/mark/ai-ceobankrupt?utm_source=taboola&utm_medium=contentmarketing&utm_campaign=ai-ceobankrupt&aid=8976&paid=8976&waid=8976&source=esatabwdg0211155&psource=esatabwdg0211155&wsource=esatabwdg0211155,pn:ai-ceobankrupt|pr:pros|tt:other|dt:mobile|c1:pwl|c2:upwork-aryeh|da:09.14.2020|sc:esatabwdg0211155,The Motley Fool - US - 4 - SC,"1,309,053",0.54%,"7,032",$0.460,$2.47,0.00%,0.00%,0,$0.00,"$3,235.59",$0.37,
3007669306,#NAME?,Refrigerate A Room in 2 Minutes,This AC turned my room into an icebox quicker than any other AC I've tried ,https://read.trendingtechbuzz.com/acreview.php?p=5,AirCooler All 2021/6/3,PY Capital - SC,"947,347",0.62%,"5,869",$0.550,$3.41,0.68%,0.68%,40,$80.80,"$3,232.17",$0.39,
3016234333,#NAME?,Type 2 Diabetes Signs (Some May Wish They Saw Them Earlier),,https://linkwords.io/?utm_source=taboola&cn=tb-lan-diabetes-kwms-mb-gg-qk-al2&utm_campaign=%7Bcampaign_id%7D&imp=49006&pxid=None&om_bs=AdAT4V822oPG9sexNTjYxBf-z585VINWAESk7lakg-9HcgkNvEqd-qhVlh9-AF4Y6_eu53Cgdosq8_DCYq8A_tdJTFh3QPmfSChvlOOhl1Nvlh2TXJ2kwoqsnTjLLj67Iyx1C_4as-12aQu3UsrYWWbCfKDmrU7X_uJaYUCrsg&click_track_url=%2F%2Ftrc.taboola.com%2F1070267%2Flog%2F3%2Funip%3Fen%3DClick,tb-lan-diabetes-kwms-mb-gg-qk-al2,health_5,"787,961",1.18%,"9,324",$0.350,$4.10,10.12%,10.12%,944,$3.42,"$3,230.89",$0.46,
-,#NAME?,Agora sua TV é uma obra de arte.,,https://googleads.g.doubleclick.net/dbm/clk?sa=L&ai=CEkBWHGnkYM6GAaz2zLUPstGBoAK72tXLY5iv5qXlDYuyrK7RJxABIKHHp0lgzbi6j6QDoAHbjrrRAsgBBqkCbPGEGVpXij6oAwGqBMoBT9DVxkE7ysV2kp5yIeEXsKTNzBwxXaTXXxpjFf7mfMXhkYQ1vZfoemIlI9x1IJztvdP_kkaXJHQxhyRPTGPZj8kRMVdi5A92RLNGIAb2XPff_1AMHraZXK2u_2hFI_bbSjd185i0jzawmmrpvsxlaUdX90oWDywu9zv3_rm0XAsEPkyyUAeS7k5GfQLKiHWUZgiTpsiIKrzGcmphBfOXyhGtydHIO0Fl0n2pZ8K8pWPtBeIOkzJfQrM11-2exTtUPJkx_-Wy9HohZcAE_MfluO8D4AQDkAYBoAY3gAeN8cWuAagHipyxAqgH1ckbqAfw2RuoB_LZG6gHjs4bqAeT2BuoB7oGqAfs1RuoB-6WsQKoB6a-G6gH7NUbqAfz0RuoB5bYG9gHAdIIBwiAYRABGB3yCBBiaWRkZXItNDk3ODk4OTIwsQnz2QpvW509YIAKBJgLAcgLAbAT95iADNgTA4gUAdgUAdAVAYAXAQ&num=1&cid=CAASEuRo-sUi2FBUrxI5RbtbUlRYew&sig=AOD64_2ql815T6tnpkf2FOk_twzNrFzC4w&client=ca-pub-7398773146227056&dbm_c=AKAmf-DT7PAoulSrXu1NzJ630ah1Rlhf6U0gExQ1BY4GqqpUREr1u7euuM1F5rhCWLP2S-SXw2s6WT-XBkyWZv5kAZLq7I_Ycw&dbm_d=AKAmf-CWfqkYB8Wo__Yzs8XxomSGGsmu9e-579fj-9SdlklPvSmDA0mQ4L2tdMbX2_LmtAMc-xIQNXTbkvkXU_mJu7ejKEtIGTTia8YPAh13CGTfmDndXZZ5GXjcZ9uiSXi8xX9zseQBs7ioDqbjqcayohyeVGHRhRv77gxCOXVgrfaCzZLOmIsfKvWwO33WG-M2Hn1NihxII6ftc3Y2TdXfFPHNONhVMaNVthEdF_9Fd0J0xxxoEJA&adurl=https://www.samsung.com/br/lifestyle-tvs/the-frame/highlights/?cid=br_paid_display_dv360_theFrame_warm_TV_banner_Molduras-na-na-Native-02072021_blinks-BRAND-TheFrame-AUD-AllTaboola-NF-CPM-BR-A-DKMO-ANDIOS-Open-na-ssg-dvTaboola-TF2021-IDTF2021DVTABOOLA10295SRC-na,Blinks - Samsung The Frame - DV360 Native - JUL_AGO_Consideracao,Google - DV360 - 3802332 - Samsung,"8,933,078",0.26%,"23,355",$0.140,$0.36,0.00%,0.00%,0,$0.00,"$3,228.17",$0.04,
3012691597,#NAME?,New Benefit Increases Social Security Payments,,https://go.expertsinsaving.com/c81af7e4-d60c-4c21-b3e8-c836c8db0784?campaign_id=%7Bcampaignid%7D&site=%7Bsite%7D&thumbnail=%7Bad_id%7D&title=%7Btitle%7D&siteid=%7Bsite_id%7D&itemid=%7Bcampaign_item_id%7D&taboolaclickid=%7Bclick_id%7D,Taboola - United States - (Quote Velocity) - Med Advantage - SS Cashback - May 2021,1st Media - QV - SC,"4,446,989",0.27%,"11,951",$0.270,$0.73,4.04%,4.00%,483,$6.68,"$3,224.50",$0.38,
2980854954,#NAME?,Born Before 1965? Claim These 9 Senior Rebates,,https://wearesavings.com/MknwBQ45,W007-d | 013-US | S-LISTICLE | Smart | RON,Web It Do.o.o. - FLG-LATAM - SC,"3,912,681",0.15%,"5,781",$0.560,$0.82,2.32%,2.30%,134,$23.93,"$3,206.42",$0.67,
3013444121,#NAME?,3 Steps To Tell A Slot is Close To Hitting The Jackpot,,https://nqkds.voluumtrk.com/1eb7502e-be58-44ca-ac6a-9c36278fef4a,slm_ios_us_nof_9,Mobilitr - NSOF - SLM - SC,"1,793,600",0.39%,"6,959",$0.460,$1.79,2.67%,2.66%,186,$17.23,"$3,204.47",$0.22,
3015830843,#NAME?,"Dr. Kellyann: ""Weight Loss After 55 Comes Down to This""",,https://tracking.uytur.com/a19fb20f-59d9-4ba8-bd7d-017c5949e6e9?a=0&n=T&c=14b0dea3-cb69-4de4-bc9d-5dd6d89e4517&i=14b0dea3-cb69-4de4-bc9d-5dd6d89e4517,T_KellyAnn_headlinesSmallList612_MO_US_PHON,April Buys - SC,"1,012,559",0.58%,"5,916",$0.540,$3.16,0.00%,0.00%,0,$0.00,"$3,203.73",$0.34,
3005714798,#NAME?,How To Pay Off Your House ASAP (It's So Simple),,https://www.fetcharate.com/pa/?tg_ref=q2q2q2qms,MSN Q2 [2],Andrew Wilder Inc. - Fetcharate - SC,"561,655",0.46%,"2,558",$1.250,$5.70,2.54%,2.54%,65,$49.23,"$3,200.08",$0.80,
3003739733,#NAME?,にっこり、ほっこり、世界のユーモラスな動物たち,,https://www.msn.com/ja-jp/news/world/tb/ss-BB1472pu?ocid=JPTB_GES,JA_JP_EDITORIAL_GESSLIDESHOWS_Jun_2021,Microsoft - Japan - SC,"4,354,720",0.69%,"29,865",$0.110,$0.73,0.00%,0.00%,0,$0.00,"$3,195.68",$0.06,
2983077231,#NAME?,7 Money Moves Every Adult in California Should Make Before Friday,You've got to hurry.,https://partners.thepennyhoarder.com/california-money-moves-3/,California-money-moves,ThePennyHoarder - Budgeting,"1,120,064",0.78%,"8,739",$0.370,$2.85,12.05%,11.29%,"1,053",$3.03,"$3,195.68",$0.38,
2998983769,#NAME?,7 Discounts Seniors Only Get When They Know,,https://track.nationalpenny.com/cdd9b824-1c50-45f7-b992-7c61714a7d5e?site=%7Bsite%7D&site_id=%7Bsite_id%7D&title=%7Btitle%7D&platform=%7Bplatform%7D&campaign_id=%7Bcampaign_id%7D&campaign_item_id=%7Bcampaign_item_id%7D&thumbnail=%7Bthumbnail%7D&click_id=%7Bclick_id%7D,SL 1 - DT,Ghost Media - Senior Listicle - SC,"3,573,401",0.24%,"8,607",$0.370,$0.89,1.65%,1.65%,142,$22.50,"$3,195.61",$0.34,
2997351560,#NAME?,Find out how you can buy stocks without paying commission,Your capital is at risk. Other fees apply.,https://partners.etoro.com/aw.aspx?A=45729&Task=Click&SubAffiliateID=RM_UK_free_stocks_Taboola_AFFID_45729_&TargetURL=https://www.etoro.com/stocks/,UK_LF_Mob_Direct_Stocks_Freestocks_13-05-21,Etoro NEW - SC,"1,523,309",0.62%,"9,432",$0.340,$2.10,0.19%,0.03%,18,$177.51,"$3,195.20",$0.21,
2979652487,#NAME?,¿Cómo perder peso en una semana?,,https://do-fasting-app.com/?clickid=%7Bclick_id%7D&utm_source=taboola&subid=%7Bcampaign_id%7D&subid1=%7Bcampaign_item_id%7D&subid2=%7Bplatform%7D&subid3=%7Bsite%7D&subid4=%7Bsite_id%7D,Campain 1,Maria Vasilkova IP - SC,"8,504,879",0.67%,"57,267",$0.060,$0.38,1.55%,1.55%,890,$3.58,"$3,190.28",$0.04,
3014991935,#NAME?,${region:capitalized}$ Will Pay Off Your Home If You Live Near ${city:capitalized}$,"Homeowners are always surprised when they learn about this important tip. If you live in ${region:capitalized}$, you better read this",https://trk.financesexpert.org/89e1b5bc-51e2-4d8f-b373-30bd59414de4,ADX-HomeRefinance-US-Mobile-BL-HR07,AdSparkx Finance - AutoInsuranceUS - SC,"756,177",0.81%,"6,121",$0.520,$4.21,0.83%,0.83%,51,$62.49,"$3,187.08",$0.44,
3016328920,#NAME?,Une femme demande le divorce après avoir vu cette photo,,https://www.pdfwonder.com/fr/18644/,xgr-pdf-ridiv-fr-fr-m-a-c-hb-sb-18644,ShowMarker - SC,"2,013,691",4.79%,"96,542",$0.030,$1.58,0.00%,0.00%,0,$0.00,"$3,185.71",$0.10,
3004212769,#NAME?,Get Next Stimulus Updates,,https://topicalthunder.com/news/,TT News Part 5,Titletown - Push - M - SC,"228,473",7.97%,"18,219",$0.180,$13.94,35.13%,31.34%,"6,401",$0.50,"$3,184.05",$0.74,
3012212253,#NAME?,8-Hour Bath Remodels Are Sweeping The Nation. See How Much It Will Cost You,,https://www.westshorehomebaths.com/lp,[EM]-WS-WIS_002_EST_NA_2_Desk,Lavin Media - Bath - SC,"662,294",0.36%,"2,352",$1.350,$4.80,4.12%,4.12%,97,$32.77,"$3,178.88",$0.57,
3007305421,#NAME?,Man Decides to File for Divorce After Taking a Closer Look at This Photo!   ,,https://www.justperfact.com/en/18219/,xjv-hh-cjdiv-en-us-d-n-c-hb-sb-18219-pl,BM - PL - SC,"1,584,113",1.24%,"19,638",$0.160,$2.00,24.01%,1.32%,"4,715",$0.67,"$3,169.61",$0.36,
2997852095,#NAME?,Wenn du über 40 bist - dieses Spiel ist ein Muss!,,https://click.gamingtrk.com/b584dbb8-4534-4042-b34c-befb6484755c,RAID_DE_dsk_02,Gdprod GmbH (Gamesvid) USD- SC,"1,999,309",0.33%,"6,508",$0.490,$1.58,3.20%,3.20%,208,$15.22,"$3,165.44",$0.18,
2934510329,#NAME?,Born Before 1965? Claim These 14 Senior Rebates Now,,https://adsrv.consumerweekly.org/45a18f5f-1338-497a-8365-c4ff77114b91,ADX Senior Listicle - 3004,AdSparkx Finance - LifeInsuranceUS - SC,"846,300",1.06%,"8,941",$0.350,$3.74,2.15%,2.15%,192,$16.49,"$3,165.30",$0.42,
3012932883,#NAME?,"Das Vermögen, das Konny Reimann hinterließ, verblüfft seine Familie",,https://loanpride.com/der-unglaubliche-reichtum-der-beruhmtesten-leute-da-drausen/,LP-Networth-KonnyReimann-ZALAsif-Chen---M-DE-W24-SB-Master-Insights_DUP_shani.k_DE_AT_CH_M_Android_RON,Loanpride - SC,"944,141",7.98%,"75,368",$0.040,$3.34,0.08%,0.08%,62,$50.91,"$3,156.42",$0.16,
2921302947,#NAME?,20 Foods Made In China You Should Never Eat,,https://betterbe.co/life/foods-exported-china/,JM_ChinaFoods_TB_M_US_00863,BetterBe.co - M - SC,"267,988",4.75%,"12,721",$0.250,$11.77,39.51%,38.73%,"5,026",$0.63,"$3,154.98",$0.65,
2992853381,#NAME?,Man Decides to File for Divorce After Taking a Closer Look at This Photo!   ,,https://www.justperfact.com/en/18219/,xjv-hh-cjdiv-en-us-m-a-c-hb-sb-18219-dg,Daily-goals - SC,"611,251",3.75%,"22,909",$0.140,$5.15,0.00%,0.00%,0,$0.00,"$3,149.00",$0.42,
2989570904,#NAME?,The Best Face Mask for Air Travel in 2021,,https://sonoviastore.com/blogs/news/the-best-face-mask-for-air-travel-in-2021,TB_Blog_AirTravel_US_PC,Sonovia Tech- SC,"1,180,616",0.35%,"4,160",$0.760,$2.67,0.60%,0.58%,25,$125.90,"$3,147.40",$0.45,
-,#NAME?,Evangelical doctor urges Christians to get vaccine,,"https://insight.adsrvr.org/track/clk?imp=bb6fbf3a-e041-48c5-8c44-73dd6d7c6e42&ag=8ojraqx&sfe=12f6db1e&sig=a6pbePRI1k_HP6s3MKBB4579oX_O9TH6Fq8zkyuDFy0.&crid=5snl2hl2&cf=2259168&fq=0&t=1&td_s=www.rd.com&rcats=usw,3c6,2gy&mcat=dv-51001818&mste=&mfld=4&mssi=None&mfsi=rxbshewtjs&sv=taboola&uhow=55&agsa=&wp=${AUCTION_PRICE}&rgco=United%20States&rgre=New%20York&rgme=538&rgci=Honeoye%20Falls&rgz=14472&dt=Mobile&osf=iOS&os=iOS144&br=Safari&svpid=1007489&rlangs=en&mlang=&did=9850259&rcxt=Other&tmpc=&vrtd=&osi=&osv=&daid=&dnr=0&vpb=&c=OAFQAVgFeG-AAQGIAQM.&dur=CiYKDWNoYXJnZS1hbGwtMjAiFQjs__________8BEghpYXhkMDA0dAojCgdsYTJkMHYxENpmIhUIxI_WhAESDWRyMzBzaGFyZXRoaXMKMAoMY2hhcmdlLWFsbC0xIiAI____________ARITdHRkX2RhdGFfZXhjbHVzaW9ucwo-CiFjaGFyZ2UtbWF4RG91YmxlVmVyaWZ5QnJhbmRTYWZldHkiGQjb__________8BEgxkb3VibGV2ZXJpZnkQ2mY.&durs=H-ItL0&crrelr=&npt=1&svscid=611316605&mk=Apple&mdl=iPhone&adpt=tb_ltaboola&ipl=611316605&pcm=1&ict=WiFi&said=321263088558896669&auct=1&us_privacy=1---&r=https://ad.doubleclick.net/ddm/trackclk/N1395.284566THETRADEDESK/B22602652.305234202;dc_trk_aid=497812334;dc_trk_cid=152228394;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;ltd=",TheTradeDesk - MidArticle - Always On,TheTradeDesk - Default Seat,"335,149",0.78%,"2,600",$1.210,$9.39,0.00%,0.00%,0,$0.00,"$3,146.23",$0.79,
3003751840,#NAME?,1 Bite of This Melts Belly And Arm Fat (Take Before Bed),,https://anyington-insolines.com/c0e23547-2d63-4c28-8c43-115bb0009a2e?site=%7Bsite%7D&site_id=%7Bsite_id%7D&title=%7Btitle%7D&platform=%7Bplatform%7D&campaign_id=%7Bcampaign_id%7D&campaign_item_id=%7Bcampaign_item_id%7D&thumbnail=%7Bthumbnail%7D&click_id=%7Bclick_id%7D,2.3 Liver Health - Video - TBA (06/04) - Desktop,PureHealth Research -  Liver Health - SC,"2,013,895",0.31%,"6,328",$0.500,$1.56,0.41%,0.41%,26,$120.87,"$3,142.58",$0.26,
3010220446,#NAME?,Lily From The AT&T Ads Is Causing A Stir For One Reason,,https://parentingfactor.com/pop-culture/wealthy-people/lily-att-ads-facts/,(SB2) Chrome|Smartbid|1224455|Parenting-factor|(V1) smartbid-even This Is Why Lily From The AT&T Ads Is Causing A Stir [US DESKTOP],BMG - ParentingFactor - UK - D - SC,"2,322,686",0.70%,"16,324",$0.190,$1.35,0.15%,0.15%,25,$125.46,"$3,136.62",$0.31,
3012208483,#NAME?,1 Day Walk-in Shower Installation: See How Much it'll cost you,,https://www.westshorehomebaths.com/lp,[EM]-WS-WIS_002_EST_NA_2_Desk,Lavin Media - Bath - SC,"538,885",0.45%,"2,411",$1.300,$5.82,4.98%,4.98%,120,$26.14,"$3,136.39",$0.51,
3004985548,#NAME?,The All-Time Greatest NFL Quarterbacks Ranked In Order,,https://www.thedelite.com/greatest-nfl-quarterbacks-of-all-time/,414144| GOAT QB,AdRizer - Scripps - TheDelite - SC,"667,882",1.75%,"11,685",$0.270,$4.70,39.49%,39.49%,"4,614",$0.68,"$3,136.31",$0.52,
2989228407,#NAME?,Don't play this game if you are under 40 years old,,https://trk.game-raiders.com/da3689b6-e0ff-458e-9c54-01a7ef0b8d28,RAID_US_dsk_video_TopPublishers,Gdprod GmbH (Gamesvid) USD- SC,"1,128,363",0.33%,"3,670",$0.850,$2.78,6.05%,6.05%,222,$14.13,"$3,135.78",$0.56,
3015646845,#NAME?,‘Is That a Megalodon?' Massive Shark Caught on Camera Off New England Coast,,https://app.appsflyer.com/com.particlenews.newsbreak?af_r=https%3A%2F%2Fwww.newsbreakapp.com%2Fn%2F0aE2DzfO%3Fnb_new%3D1&af_dp=newsbreak%3A%2F%2Fopendoc%3Fdocid%3D0aE2DzfO&af_c_id=%7Bcampaign_id%7D&pid=taboola_int&c=%7Bcampaign_name%7D&af_adset_id=%7Bcampaign_item_id%7D&af_siteid=%7Bsite_id%7D&af_sub1=%7Bsite_domain%7D&af_adset=%7Btitle%7D&af_click_lookback=7d&clickid=%7Bclick_id%7D,lp_ob_TB_NB_MAIA_US_tcpa_broad_and_0712,Adtiger HK-News Break App - SC,"1,004,154",2.23%,"22,392",$0.140,$3.12,4.35%,4.35%,973,$3.22,"$3,133.63",$0.35,
